label,question,answer
0,Qual é o nome da floresta tropical na bacia amazônica?,floresta amazônica
0,Qual é o nome da corrida em mulheres da Amazônia no clima,Amazonas
0,Qual atual forma o limite entre o Brasil e o Mar da Argentina,a corrente da falkland.
1,Onde a região marítima da Bahia é originária de,Baía de todos os santos
1,Rio de Janeiro encontra-se entre os quais dois corpos de água,oceano Atlântico
0,A linguagem Pirahã é nativa de qual região do mundo,"Amazonas, Brasil"
0,Quantas espécies existem na floresta amazônica,16.000.
0,Qual é o nome da floresta em paranapanema,Mata Atlântica
0,Quando os trens para o Brasil saíram,2006
0,A IBPA é a principal instituição de pesquisa e educação no Brasil na área do que,matemática
0,O que os piratas franceses procuraram no Rio Grande do Norte,brasilwood
0,Quando foi a pintura amazônica no consulado brasileiro em Miami,maio de 1969.
0,Quando o Brasil parou de usar energia renovável para plantações,1988
0,Quantos animais são retirados da natureza no Brasil,38 milhões
0,O estado da Amazonas no Brasil é nomeado após o que o rio,o rio Amazonas
0,Onde Adolf Hitler morava no romance do Portage para San Crist,Floresta amazônica
0,O rio Paraguai é o maior pantanal tropical do mundo.O que é seu,O pantanal
0,Qual é o maior rio do Brasil?,Amazonas
0,Qual é a maior zona húmida na América do Sul,o pantanal
0,Quando começou o rio Amazonas no Brasil?,31 de julho de 1867.
0,O tratado de Montevidéu de 1828 deu o Brasil o direito de navegar livremente,o rio Plata
1,Quantos submarinos alemãs afundaram os navios comerciais brasileiros,21
0,Qual é o segundo rio mais longo do Brasil?,Amazonas
0,Que tipo de animal é no parque nacional de Brasília,tucano.
0,Quem matou os amazônicos no robin original,Amazo
0,"Qual é o nome da vasta savana tropical no Brasil, lar do",Cerrado
0,"Na mitologia brasileira, quem é a mãe do lago",Iara.
1,paripueira é a praia mais longa em que o estado brasileiro,Alagoas.
0,Qual é a principal indústria do estado do Amazonas?,agricultura
0,O Pirahã é um povo indígena da floresta amazônica em que sul,Brasil
0,Quantos biome existem no Brasil?,Um bioma marinho
0,Quantos territórios indígenas existem no Brasil,672
0,O Tamandua é usado como controle de pragas por,Indianos amazônicos.
0,Qual país tem mais animais do mundo,Brasil
0,que tipo de usinas estão em Brasil,hidroelétrico
0,Quando foi relatada a primeira erupção do SeaBather no Brasil,2001
0,Qual é o nome do rio que separa a bacia do Brasil e o argent,Rio Grande ascensão
0,são Leopoldo está localizado em que rio,Rio Grande do Sul
0,Qual é o nome da bandeira do Brasil?,Um auriverde.
0,Onde está o Hocicudo Amazônia nativo de,Brasil
0,Onde os cães Zorro e orelhas pequenos vivem,a bacia amazônica
0,Onde Tora-san vivem em Katsushika?,Shibamata.
0,Nomeie o maior peixe do rio no Brasil.,Pirarucu.
0,O craton amazônico foi formado durante o período,O Sunsás orogeny
0,onde está o departamento de Amambay localizado no Brasil,Pedro Juan Caballero
0,onde é o macaco aranha peruano encontrado no mundo,Brasil
1,Qual grupo ambiental protestou com o disparo de ilhas de Alcatrazes em 1998,Paz verde
0,Quando o orogeny transamazoniano começou no Uruguai?,2000 milhões de anos atrás
0,onde os tresinguipes Brasilianus vive no mundo,Oceano Atlântico do sudoeste
0,Quantos sítios arqueológicos foram encontrados na ilha de Tocantins,mais que 20
0,Onde o rio Pantanal flui na América do Sul,Rio Paraguai
0,Onde o litoral do brasil está no mapa do mundo,16º mais longos
0,Quem morava perto do rio Xingu no Brasil,Povos do Xingu.
0,Onde vem a linguagem Cavineña na Bolívia?,Planícies amazônicas
0,O Departamento de Pando da Floresta Amazônica é em que país,Bolívia
0,quão longe é Itacarezinho praia da Bahia,15 km.
0,onde estava a guarda amazônica estacionada na Nigéria,Aeroporto Internacional de Namdi Azikiwe
0,que país sul-americano desenvolveu um modelo cada vez mais bem sucedido de prestação de ajuda no exterior sobre,Brasil
0,Qual floresta é protegida pelo Parque Estadual Pau Oco,Mata Atlântica
1,Onde o minério Brasil vai no Oceano Atlântico?,"Taranto, Itália"
0,Quando foi criado a Lista de Especies da Flora do Brasil?,2010
0,NAPO está localizado em que país da floresta amazônica,Equador
0,Qual é o nome atual da Universidade do Amazonas?,Universidade Federal do Amazonas
0,Quantas regiões da Mata Atlântica têm cobras de terra militares,Quatro.
0,Qual é a causa das diferenças no clima de Paraná na linha imaginária,Variação altimétrica do que latitude
0,Quem construiu o VLOC Ship Vale Brasil,Daewoo Shipbuilding & Engenharia Marinha
1,O que o Brasil designa o Arquipélago Fernando de Noronha?,Um parque nacional marítimo
0,De onde ocorreu o jaguar dos desenhos animados?,Rio de Janeiro
0,onde estava o fim do rio filmado,Brasil
0,Onde o Amazonas Filarmonic apresenta em Manaus?,Amazon Theatre.
0,onde está o santuário de arara de jacinto localizado em Pantanal,o refúgio ecológico caiman
0,Qual cidade na América do Sul assina e sela o protocolo Rio,Rio de Janeiro
0,Kuhikugu é um sítio arqueológico em que a floresta tropical,a floresta amazônica
0,O rio Putumayo forma a maior parte da fronteira entre o Brasil e que outros,Peru
0,Quantos povos não contados vivem no Amazonas,16
0,Quando o Antshrike Amazônico foi descrito pela primeira vez,1858
0,O craton amazônico está localizado em que continente,América do Sul
1,Onde está Pontal Beach localizada no Brasil,Rio de Janeiro
0,O que é a soja usada no Brasil Agricultura,Forragem animal.
0,Quando foi criado o Pantanal Matogossense National Park,24 de setembro de 1981.
0,O rio Iriri é em que estado do Brasil,Pára
0,Qual cidade recebeu a conferência de 1992 das Nações Unidas sobre Meio Ambiente e Desenvolvimento,Rio de Janeiro
1,Quais são os doze instrumentos do sistema de governança ambiental do Brasil,Política ambiental nacional
0,Em que ano foi o fogo do circo do niterói no Brasil,1961
0,Quais são os dois tipos de floresta em Boa Nova?,Mata Atlântica
0,onde vive o zo'é no rio Cuminapanema,Brasil
0,Onde foi a Conferência da ONU sobre Meio Ambiente e Desenvolvimento (Cúpula da Terra) realizada em 1992,Rio de Janeiro
0,Quantos estados do Brasil estão na região de Caatinga,oito
0,O que o efeito RIL na floresta amazônica,Regeneração de árvores
0,Quem é dono do pássaro de arara do Spix no Brasil,Governo brasileiro
1,Qual é o nome do grupo de ilhas da costa da Bahia,Arquipélago de Abrolhos.
0,Que práticas moldaram a floresta amazônica por milhares de anos,jardinagem florestal
0,O Kuikuro são indígenas dos quais o país sul-americano,Brasil
0,Em que ano os indígenas protestam contra concessões de mineração de cobre na região amazônica,2012
0,Qual é a principal causa de destruição da floresta amazônica,agricultura
0,Quantos guardas amazônicos existem na África Ocidental?,15
1,Onde fica Paquetá Island no Rio de Janeiro,Baía de Guanabara
0,Quem construiu a primeira usina hidrelétrica no Brasil,Delmiro Gouveia.
0,Porto Velho está localizado na borda dos quais dois estados,Amazonas.
0,O Parque Nacional Semper Vivas está localizado em que Bioma,Cerrado Bioma.
0,Qual é o nome do esfoliante cheio de espinhos no Sertão,caatinga.
0,Quando o Brasil Rock tornou-se Brasil Island,1865
0,Onde o Brasil treinou para as Olimpíadas de Inverno?,Lago Placid
0,"Qual rio atravessa o Brasil, a Bolívia e a Argentina",Rio Paraguai
0,Qual porcentagem de log ilegal no Brasil é considerada ilegal,60 a 80 por cento
0,Onde estão a maioria das espécies Cathasetum encontradas na América do Sul,Brasil
0,Quem adotou a brasão do braço do Amazonas,Ordenação de montagem de departamento 020
0,onde a Pan am Voo 202 acidente no Brasil,Bacia do Amazonas
0,Quantos morreu no fogo do beijo no Brasil,242
0,Quanta terra o Equador dou para a Amazônia?,1.115.000 ha.
0,Que tipo de vegetação é o Parque Nacional de Emas,Cerrado Savannah.
0,Quem dirigiu nenhuma país das Amazonas,AGESILAU DE ARAUJO.
0,Que tipo de praia é balneário camboriu no Brasil,praia nudista
0,Como os assentos são alocados em eleições gerais brasileiras,quociente simples.
0,Em que estado do Brasil é o rio Cajari,Pára
0,Quando Pablo Alarcon jogou Amazônia?,1990
0,em qual ilha é brasileira mista artista marcial uri alcara nascido,"Marajó, Pará."
0,Quanto do habitat original da Mata Atlântica foi perdido,Quase 88%
0,De onde brincou com a equipe da praia dos EUA na Copa do Mundo?,Brasil
0,Quando os amazônicos derrotavam os Trojan?,a Guerra de Tróia
0,Paranapiacaba é o lar da maior população de que animal,Jaguars.
0,Em qual país é o rio Paraibuna,Brasil
1,onde está o porto de Salvador localizado no Brasil,ALL TO SAINTS BAY.
0,A ponte do rio Oyapock é a primeira travessia terrestre entre a França e que outros,Brasil
0,Quando a Amazonia Mauresmo ganhou seu primeiro Grand Slam?,Australiano aberto
0,Que grande empresa comercial de commodities concordou em reduzir a floresta amazônica em 2006,Cargill.
0,O porto do Rio de Janeiro está em qual baía,Baía de Guanabara
0,Qual porcentagem de látex vem da floresta amazônica,35%
0,Senador Amaral é o ponto mais alto em que a cordilheira no Brasil,Montanhas de Mantiqueira
0,Quantos episódios estão na segunda temporada de Floribama Shore,14
0,Quem construiu o rio Abaete no Brasil,Bernard Mascarenhas.
0,onde Douglas Silva de Andrade trem,Brasil
0,Quando o Brasil parou de usar eucalipto para energia?,1988
0,Quem canta a música treina para o Brasil,Guillemots.
0,Quem corre o zoológico na cidade de Manaus,o exército brasileiro
0,Onde está Oenocarpus bataua encontrada na América do Sul,a floresta amazônica
0,Onde estão os satélites da Amazonas localizados em órbita geoestacionária?,30 ° oeste
0,Que tipo de clima Roraima tem,tropical
0,Qual é o nome do Indiano Amazônico na série de TV,Inami.
0,Quantos fragmentos da Mata Atlântica são protegidos pelo Mico Leo ecológico,Quatro.
0,que publica informações de qualidade da água no Brasil,Agência Ambiental do Estado.
0,Os Arara são indígenas dos quais o estado do Brasil,Pára
0,que começou os povos indígenas brasileiros em 1996,O Conselho Inter tribal
0,qual elemento desempenha um papel vital na vida na floresta amazônica,carbono
0,Onde está o Mapinguari National Park localizado na Amazonas,Lácbrea.
0,Nomes de concorrentes do próximo modelo do Brasil,Malana
0,Qual porcentagem das plantas vasculares na Mata Atlântica são espécies endêmicas,40 por cento
0,Que tipo de clima o HEVEA BRASILIENSIS requer,tropical ou subtropical
0,Quem descobriu os primeiros geoglifos na floresta amazônica,Ondemar Dias.
0,Quantas espécies de sapos amazônicas foram estudadas no experimento do rio Juarez,Quatro.
0,Qual é o nome do flick reverso no Brasil,O chute do arco-íris
0,Por que os Amazonas têm um grande crescimento populacional no século XX,Período de borracha de ouro
0,Quando Lloyd Brasil começou a temporada de beisebol,1960
0,Qual país substituiu o Brasil como o principal destino para os ucranianos deixando o,Canadá
0,Qual foi o título de romance de Elizabeth Burgoyne Corbett,Nova amazônica
0,Qual é o nome da floresta tropical que foi afetada pela mudança climática,floresta amazônica
0,De onde se realizou o movimento das praias limpas?,Brasil
0,Onde a tribo Wapishana se estabeleceu no Brasil em 1498,o rio Branco
1,Que tipo de turismo é popular no Brasil com tartarugas marinhas,ecoturismo
0,Qual ilha espanhola foi capturada por forças portuguesas em 1777,Santa Catarina.
0,onde eufriesea purpurata ao vivo,Brasil
0,o que é log seletivo na floresta amazônica chamada,remoção parcial da floresta
0,Quais pessoas indígenas no Brasil permitiam que não mais do que três filhos por mulher,O tapirapé.
1,que classe de navios trindade e tobago tem,Amazonas Classe.
0,onde puente de la unidad cross,O Rio Santa Catarina
0,Qual é a principal causa do rio são Francisco sendo transferido,seca
0,Quantos estados compõem o estado venezuelano da Amazonas,23
0,Qual é o nome da savana no Brasil?,Cerrado
0,que país sul-americano tem uma usina nuclear,Brasil
0,Quem dirige o Centro de Treinamento Nacional de Futebol do Brasil,A Confederação Brasileira de Futebol
0,Quando é produzido bagasse no Brasil para atender a 20% da energia do Brasil,2020
0,Onde é encontrado o Swartzia no mundo?,Amazônia
0,Qual foi o nome do submarino brasileiro que se rendeu em Mar del Plata?,Bahia.
0,Qual é o nome da reserva da biosfera na Mata Atlântica?,Mata Atlântica Biosfera Reserve
0,Quem descobriu a tribo amazônica em 1924,"Alexander Hamilton Rice, Jr."
0,Que tipo de criatura é Florencia em El Amazonas,borboleta
0,"A Indonésia tem a maior floresta tropical do mundo, que país tem o",Brasil
0,Quantas espécies de insetos estão na floresta amazônica,"2,5 milhões"
0,Qual é o nome do vulcão na Baía de Angra,Monte Brasil
0,O Paradise Ocean é um diamante de qual país,Brasil
0,Onde os fogos de artifício vão no Rio de Janeiro,praia de Copacabana
0,Que tipo de florestas cobrem a zona costeira de Santa Catarina,Serra tropical úmida do mar florestas costeiras
0,"O Amazon Theatre em Manaus, Brasil foi construído durante o período",Belle époque.
0,Qual é o nome para as várperas da Amazônia Sazonal?,Várzea.
0,que doença pedro eu do Brasil dizer que a escravidão era,Câncer
0,onde a maioria dos mamíferos vive no cerrado,Florestas da Galeria
0,onde o norte do Brasil atual tem água fresca de,o rio Amazonas
0,Quem faz Nu Nu na selva amazônica,Matsés pessoas
0,Quem é dono da Avianca Brasil e Oceanair,Grupo Synergy.
0,Qual é a vegetação em Cerrrego Danta chamada localmente,o cerrado
0,O que o uso de combustível de soja causa no Brasil?,desmatamento
0,Quem é o autor da nova Amazônia uma antecipação do futuro,Elizabeth Burgoyne Corbett.
0,a baía de Todos os Santos está perto de qual o capital brasileira,Salvador
0,Praia famosa no Rio Grande do Norte,Ponta Negra
0,A Reserva Extrativa Marinha Corumba é em que estado do Brasil,Bahia.
0,Quantos artigos estão na política de redução de emissão de gases de efeito estufa do Brasil,13
0,De qual clube fez chelsea sinal brasileiro de volta Dani Alves,Sevilha
0,onde o Brasil atinge a corrente da fall?,o mar argentino
1,A ilha de Villegagnon é em que cidade,"Rio de Janeiro, Brasil"
0,As quedas de Yumbilla são em qual região do Peru,Amazonas.
0,Quem foi o governador português de Salvador durante a captura da Bahia,Diogo de Mendonça Furtado
0,Que tipo de clima o Brasil,tropical
0,Quantos jogos de grupo fez o host Arena Pantanal em 2014?,Quatro.
0,O rio Rio de Contas é um importante rio em que estado,Estado da Bahia.
0,Qual foi o nome do fogo em 1961 no Brasil que matou mais de 500 pessoas,Fogo de circo de niterói.
0,Qual cidade é a capital da floresta amazônica,Manaus.
0,Onde o trem do exército português pela primeira vez,Brasil
0,onde foi a primeira cúpula climática da ONU realizada,Rio de Janeiro
